Group Size,Best Estimate (Assumes 40% of Infections are Asymp/Presymp),Estimate Range (Assumes 10-70% of Infections are Asymp/Presymp),Date Updated: 12-15-2021
927,2.63,0.65-4.61,
928,2.64,0.66-4.62,
929,2.64,0.66-4.62,
930,2.64,0.66-4.63,
931,2.64,0.66-4.63,
932,2.65,0.66-4.64,
933,2.65,0.66-4.64,
934,2.65,0.66-4.65,
935,2.66,0.66-4.65,
936,2.66,0.66-4.66,
937,2.66,0.66-4.66,
938,2.66,0.66-4.67,
939,2.67,0.66-4.67,
940,2.67,0.66-4.68,
941,2.67,0.66-4.68,
942,2.68,0.67-4.69,
943,2.68,0.67-4.69,
944,2.68,0.67-4.70,
945,2.68,0.67-4.70,
946,2.69,0.67-4.71,
947,2.69,0.67-4.71,
948,2.69,0.67-4.72,
949,2.70,0.67-4.72,
950,2.70,0.67-4.73,
951,2.70,0.67-4.73,
952,2.70,0.67-4.74,
953,2.71,0.67-4.74,
954,2.71,0.67-4.75,
955,2.71,0.67-4.75,
956,2.72,0.68-4.76,
957,2.72,0.68-4.76,
958,2.72,0.68-4.77,
959,2.72,0.68-4.77,
960,2.73,0.68-4.78,
961,2.73,0.68-4.78,
962,2.73,0.68-4.79,
963,2.74,0.68-4.79,
964,2.74,0.68-4.79,
965,2.74,0.68-4.80,
966,2.74,0.68-4.80,
967,2.75,0.68-4.81,
968,2.75,0.68-4.81,
969,2.75,0.68-4.82,
970,2.75,0.68-4.82,
971,2.76,0.69-4.83,
972,2.76,0.69-4.83,
973,2.76,0.69-4.84,
974,2.77,0.69-4.84,
975,2.77,0.69-4.85,
976,2.77,0.69-4.85,
977,2.77,0.69-4.86,
978,2.78,0.69-4.86,
979,2.78,0.69-4.87,
980,2.78,0.69-4.87,
981,2.79,0.69-4.88,
982,2.79,0.69-4.88,
983,2.79,0.69-4.89,
984,2.79,0.69-4.89,
985,2.80,0.70-4.90,
986,2.80,0.70-4.90,
987,2.80,0.70-4.91,
988,2.81,0.70-4.91,
989,2.81,0.70-4.92,
990,2.81,0.70-4.92,
991,2.81,0.70-4.93,
992,2.82,0.70-4.93,
993,2.82,0.70-4.94,
994,2.82,0.70-4.94,
995,2.83,0.70-4.95,
996,2.83,0.70-4.95,
997,2.83,0.70-4.96,
998,2.83,0.70-4.96,
999,2.84,0.71-4.97,
1000,2.84,0.71-4.97,
1001,2.84,0.71-4.98,
1002,2.85,0.71-4.98,
1003,2.85,0.71-4.99,
1004,2.85,0.71-4.99,
1005,2.85,0.71-5.00,
1006,2.86,0.71-5.00,
1007,2.86,0.71-5.01,
1008,2.86,0.71-5.01,
1009,2.87,0.71-5.02,
1010,2.87,0.71-5.02,
1011,2.87,0.71-5.03,
1012,2.87,0.71-5.03,
1013,2.88,0.72-5.04,
1014,2.88,0.72-5.04,
1015,2.88,0.72-5.05,
1016,2.89,0.72-5.05,
1017,2.89,0.72-5.06,
1018,2.89,0.72-5.06,
1019,2.89,0.72-5.07,
1020,2.90,0.72-5.07,
1021,2.90,0.72-5.08,
1022,2.90,0.72-5.08,
1023,2.91,0.72-5.09,
1024,2.91,0.72-5.09,
1025,2.91,0.72-5.10,
1026,2.91,0.72-5.10,
1027,2.92,0.73-5.11,
1028,2.92,0.73-5.11,
1029,2.92,0.73-5.12,
1030,2.93,0.73-5.12,
1031,2.93,0.73-5.13,
1032,2.93,0.73-5.13,
1033,2.93,0.73-5.14,
1034,2.94,0.73-5.14,
1035,2.94,0.73-5.15,
1036,2.94,0.73-5.15,
1037,2.95,0.73-5.16,
1038,2.95,0.73-5.16,
1039,2.95,0.73-5.17,
1040,2.95,0.73-5.17,
1041,2.96,0.74-5.18,
1042,2.96,0.74-5.18,
1043,2.96,0.74-5.19,
1044,2.97,0.74-5.19,
1045,2.97,0.74-5.20,
1046,2.97,0.74-5.20,
1047,2.97,0.74-5.21,
1048,2.98,0.74-5.21,
1049,2.98,0.74-5.22,
1050,2.98,0.74-5.22,
1051,2.99,0.74-5.23,
1052,2.99,0.74-5.23,
1053,2.99,0.74-5.24,
1054,2.99,0.74-5.24,
1055,3.00,0.75-5.25,
1056,3.00,0.75-5.25,
1057,3.00,0.75-5.26,
1058,3.01,0.75-5.26,
1059,3.01,0.75-5.27,
1060,3.01,0.75-5.27,
1061,3.01,0.75-5.28,
1062,3.02,0.75-5.28,
1063,3.02,0.75-5.29,
1064,3.02,0.75-5.29,
1065,3.03,0.75-5.30,
1066,3.03,0.75-5.30,
1067,3.03,0.75-5.31,
1068,3.03,0.75-5.31,
1069,3.04,0.76-5.32,
1070,3.04,0.76-5.32,
1071,3.04,0.76-5.33,
1072,3.05,0.76-5.33,
1073,3.05,0.76-5.34,
1074,3.05,0.76-5.34,
1075,3.05,0.76-5.35,
1076,3.06,0.76-5.35,
1077,3.06,0.76-5.36,
1078,3.06,0.76-5.36,
1079,3.07,0.76-5.37,
1080,3.07,0.76-5.37,
1081,3.07,0.76-5.38,
1082,3.07,0.76-5.38,
1083,3.08,0.77-5.39,
1084,3.08,0.77-5.39,
1085,3.08,0.77-5.40,
1086,3.08,0.77-5.40,
1087,3.09,0.77-5.41,
1088,3.09,0.77-5.41,
1089,3.09,0.77-5.42,
1090,3.10,0.77-5.42,
1091,3.10,0.77-5.43,
1092,3.10,0.77-5.43,
1093,3.10,0.77-5.44,
1094,3.11,0.77-5.44,
1095,3.11,0.77-5.45,
1096,3.11,0.77-5.45,
1097,3.12,0.78-5.46,
1098,3.12,0.78-5.46,
1099,3.12,0.78-5.47,
1100,3.12,0.78-5.47,
1101,3.13,0.78-5.48,
1102,3.13,0.78-5.48,
1103,3.13,0.78-5.49,
1104,3.14,0.78-5.49,
1105,3.14,0.78-5.50,
1106,3.14,0.78-5.50,
1107,3.14,0.78-5.51,
1108,3.15,0.78-5.51,
1109,3.15,0.78-5.52,
1110,3.15,0.78-5.52,
1111,3.16,0.79-5.53,
1112,3.16,0.79-5.53,
1113,3.16,0.79-5.54,
1114,3.16,0.79-5.54,
1115,3.17,0.79-5.55,
1116,3.17,0.79-5.55,
1117,3.17,0.79-5.56,
1118,3.18,0.79-5.56,
1119,3.18,0.79-5.57,
1120,3.18,0.79-5.57,
1121,3.18,0.79-5.58,
1122,3.19,0.79-5.58,
1123,3.19,0.79-5.59,
1124,3.19,0.79-5.59,
1125,3.20,0.80-5.60,
1126,3.20,0.80-5.60,
1127,3.20,0.80-5.61,
1128,3.20,0.80-5.61,
1129,3.21,0.80-5.62,
1130,3.21,0.80-5.62,
1131,3.21,0.80-5.63,
1132,3.22,0.80-5.63,
1133,3.22,0.80-5.64,
1134,3.22,0.80-5.64,
1135,3.22,0.80-5.65,
1136,3.23,0.80-5.65,
1137,3.23,0.80-5.66,
1138,3.23,0.80-5.66,
1139,3.24,0.81-5.67,
1140,3.24,0.81-5.67,
1141,3.24,0.81-5.68,
1142,3.24,0.81-5.68,
1143,3.25,0.81-5.69,
1144,3.25,0.81-5.69,
1145,3.25,0.81-5.70,
1146,3.26,0.81-5.70,
1147,3.26,0.81-5.71,
1148,3.26,0.81-5.71,
1149,3.26,0.81-5.72,
1150,3.27,0.81-5.72,
1151,3.27,0.81-5.73,
1152,3.27,0.81-5.73,
1153,3.28,0.82-5.74,
1154,3.28,0.82-5.74,
1155,3.28,0.82-5.75,
1156,3.28,0.82-5.75,
1157,3.29,0.82-5.76,
1158,3.29,0.82-5.76,
1159,3.29,0.82-5.77,
1160,3.30,0.82-5.77,
1161,3.30,0.82-5.78,
1162,3.30,0.82-5.78,
1163,3.30,0.82-5.79,
1164,3.31,0.82-5.79,
1165,3.31,0.82-5.80,
1166,3.31,0.82-5.80,
1167,3.32,0.83-5.81,
1168,3.32,0.83-5.81,
1169,3.32,0.83-5.82,
1170,3.32,0.83-5.82,
1171,3.33,0.83-5.83,
1172,3.33,0.83-5.83,
1173,3.33,0.83-5.84,
1174,3.34,0.83-5.84,
1175,3.34,0.83-5.85,
1176,3.34,0.83-5.85,
1177,3.34,0.83-5.86,
1178,3.35,0.83-5.86,
1179,3.35,0.83-5.87,
1180,3.35,0.83-5.87,
1181,3.36,0.84-5.88,
1182,3.36,0.84-5.88,
1183,3.36,0.84-5.89,
1184,3.36,0.84-5.89,
1185,3.37,0.84-5.90,
1186,3.37,0.84-5.90,
1187,3.37,0.84-5.91,
1188,3.38,0.84-5.91,
1189,3.38,0.84-5.92,
1190,3.38,0.84-5.92,
1191,3.38,0.84-5.93,
1192,3.39,0.84-5.93,
1193,3.39,0.84-5.94,
1194,3.39,0.84-5.94,
1195,3.40,0.85-5.95,
1196,3.40,0.85-5.95,
1197,3.40,0.85-5.96,
1198,3.40,0.85-5.96,
1199,3.41,0.85-5.97,
1200,3.41,0.85-5.97,
1201,3.41,0.85-5.98,
1202,3.42,0.85-5.98,
1203,3.42,0.85-5.99,
1204,3.42,0.85-5.99,
1205,3.42,0.85-5.99,
1206,3.43,0.85-6.00,
1207,3.43,0.85-6.00,
1208,3.43,0.85-6.01,
1209,3.43,0.85-6.01,
1210,3.44,0.86-6.02,
1211,3.44,0.86-6.02,
1212,3.44,0.86-6.03,
1213,3.45,0.86-6.03,
1214,3.45,0.86-6.04,
1215,3.45,0.86-6.04,
1216,3.45,0.86-6.05,
1217,3.46,0.86-6.05,
1218,3.46,0.86-6.06,
1219,3.46,0.86-6.06,
1220,3.47,0.86-6.07,
1221,3.47,0.86-6.07,
1222,3.47,0.86-6.08,
1223,3.47,0.86-6.08,
1224,3.48,0.87-6.09,
1225,3.48,0.87-6.09,
1226,3.48,0.87-6.10,
1227,3.49,0.87-6.10,
1228,3.49,0.87-6.11,
1229,3.49,0.87-6.11,
1230,3.49,0.87-6.12,
1231,3.50,0.87-6.12,
1232,3.50,0.87-6.13,
1233,3.50,0.87-6.13,
1234,3.51,0.87-6.14,
1235,3.51,0.87-6.14,
1236,3.51,0.87-6.15,
1237,3.51,0.87-6.15,
1238,3.52,0.88-6.16,
1239,3.52,0.88-6.16,
1240,3.52,0.88-6.17,
1241,3.53,0.88-6.17,
1242,3.53,0.88-6.18,
1243,3.53,0.88-6.18,
1244,3.53,0.88-6.19,
1245,3.54,0.88-6.19,
1246,3.54,0.88-6.20,
1247,3.54,0.88-6.20,
1248,3.55,0.88-6.21,
1249,3.55,0.88-6.21,
1250,3.55,0.88-6.22,
1251,3.55,0.88-6.22,
1252,3.56,0.89-6.23,
1253,3.56,0.89-6.23,
1254,3.56,0.89-6.24,
1255,3.57,0.89-6.24,
1256,3.57,0.89-6.25,
1257,3.57,0.89-6.25,
1258,3.57,0.89-6.26,
1259,3.58,0.89-6.26,
1260,3.58,0.89-6.27,
1261,3.58,0.89-6.27,
1262,3.59,0.89-6.28,
1263,3.59,0.89-6.28,
1264,3.59,0.89-6.29,
1265,3.59,0.89-6.29,
1266,3.60,0.90-6.30,
1267,3.60,0.90-6.30,
1268,3.60,0.90-6.31,
1269,3.61,0.90-6.31,
1270,3.61,0.90-6.32,
1271,3.61,0.90-6.32,
1272,3.61,0.90-6.33,
1273,3.62,0.90-6.33,
1274,3.62,0.90-6.34,
1275,3.62,0.90-6.34,
1276,3.63,0.90-6.35,
1277,3.63,0.90-6.35,
1278,3.63,0.90-6.36,
1279,3.63,0.90-6.36,
1280,3.64,0.91-6.37,
1281,3.64,0.91-6.37,
1282,3.64,0.91-6.38,
1283,3.65,0.91-6.38,
1284,3.65,0.91-6.39,
1285,3.65,0.91-6.39,
1286,3.65,0.91-6.40,
1287,3.66,0.91-6.40,
1288,3.66,0.91-6.41,
1289,3.66,0.91-6.41,
1290,3.67,0.91-6.42,
1291,3.67,0.91-6.42,
1292,3.67,0.91-6.43,
1293,3.67,0.91-6.43,
1294,3.68,0.92-6.44,
1295,3.68,0.92-6.44,
1296,3.68,0.92-6.45,
1297,3.69,0.92-6.45,
1298,3.69,0.92-6.46,
1299,3.69,0.92-6.46,
1300,3.69,0.92-6.47,
1301,3.70,0.92-6.47,
1302,3.70,0.92-6.48,
1303,3.70,0.92-6.48,
1304,3.71,0.92-6.49,
1305,3.71,0.92-6.49,
1306,3.71,0.92-6.50,
1307,3.71,0.92-6.50,
1308,3.72,0.93-6.51,
1309,3.72,0.93-6.51,
1310,3.72,0.93-6.52,
1311,3.73,0.93-6.52,
1312,3.73,0.93-6.53,
1313,3.73,0.93-6.53,
1314,3.73,0.93-6.54,
1315,3.74,0.93-6.54,
1316,3.74,0.93-6.55,
1317,3.74,0.93-6.55,
1318,3.75,0.93-6.56,
1319,3.75,0.93-6.56,
1320,3.75,0.93-6.57,
1321,3.75,0.93-6.57,
1322,3.76,0.94-6.58,
1323,3.76,0.94-6.58,
1324,3.76,0.94-6.59,
1325,3.76,0.94-6.59,
1326,3.77,0.94-6.60,
1327,3.77,0.94-6.60,
1328,3.77,0.94-6.61,
1329,3.78,0.94-6.61,
1330,3.78,0.94-6.62,
1331,3.78,0.94-6.62,
1332,3.78,0.94-6.63,
1333,3.79,0.94-6.63,
1334,3.79,0.94-6.64,
1335,3.79,0.94-6.64,
1336,3.80,0.95-6.65,
1337,3.80,0.95-6.65,
1338,3.80,0.95-6.66,
1339,3.80,0.95-6.66,
1340,3.81,0.95-6.67,
1341,3.81,0.95-6.67,
1342,3.81,0.95-6.68,
1343,3.82,0.95-6.68,
1344,3.82,0.95-6.69,
1345,3.82,0.95-6.69,
1346,3.82,0.95-6.70,
1347,3.83,0.95-6.70,
1348,3.83,0.95-6.71,
1349,3.83,0.95-6.71,
1350,3.84,0.96-6.72,
1351,3.84,0.96-6.72,
1352,3.84,0.96-6.73,
1353,3.84,0.96-6.73,
1354,3.85,0.96-6.74,
1355,3.85,0.96-6.74,
1356,3.85,0.96-6.75,
1357,3.86,0.96-6.75,
1358,3.86,0.96-6.76,
1359,3.86,0.96-6.76,
1360,3.86,0.96-6.77,
1361,3.87,0.96-6.77,
1362,3.87,0.96-6.78,
1363,3.87,0.96-6.78,
1364,3.88,0.97-6.79,
1365,3.88,0.97-6.79,
1366,3.88,0.97-6.80,
1367,3.88,0.97-6.80,
1368,3.89,0.97-6.81,
1369,3.89,0.97-6.81,
1370,3.89,0.97-6.82,
1371,3.90,0.97-6.82,
1372,3.90,0.97-6.83,
1373,3.90,0.97-6.83,
1374,3.90,0.97-6.84,
1375,3.91,0.97-6.84,
1376,3.91,0.97-6.85,
1377,3.91,0.97-6.85,
1378,3.92,0.98-6.86,
1379,3.92,0.98-6.86,
1380,3.92,0.98-6.87,
1381,3.92,0.98-6.87,
1382,3.93,0.98-6.88,
1383,3.93,0.98-6.88,
1384,3.93,0.98-6.89,
1385,3.94,0.98-6.89,
1386,3.94,0.98-6.90,
1387,3.94,0.98-6.90,
1388,3.94,0.98-6.91,
1389,3.95,0.98-6.91,
1390,3.95,0.98-6.92,
1391,3.95,0.98-6.92,
1392,3.96,0.99-6.93,
1393,3.96,0.99-6.93,
1394,3.96,0.99-6.94,
1395,3.96,0.99-6.94,
1396,3.97,0.99-6.95,
1397,3.97,0.99-6.95,
1398,3.97,0.99-6.96,
1399,3.98,0.99-6.96,
1400,3.98,0.99-6.97,
1401,3.98,0.99-6.97,
1402,3.98,0.99-6.98,
1403,3.99,0.99-6.98,
1404,3.99,0.99-6.99,
1405,3.99,0.99-6.99,
1406,4.00,1.00-7.00,
1407,4.00,1.00-7.00,
1408,4.00,1.00-7.01,
1409,4.00,1.00-7.01,
1410,4.01,1.00-7.02,
1411,4.01,1.00-7.02,
1412,4.01,1.00-7.03,
1413,4.02,1.00-7.03,
1414,4.02,1.00-7.04,
1415,4.02,1.00-7.04,
1416,4.02,1.00-7.05,
1417,4.03,1.00-7.05,
1418,4.03,1.00-7.06,
1419,4.03,1.00-7.06,
1420,4.04,1.01-7.07,
1421,4.04,1.01-7.07,
1422,4.04,1.01-7.08,
1423,4.04,1.01-7.08,
1424,4.05,1.01-7.09,
1425,4.05,1.01-7.09,
1426,4.05,1.01-7.10,
1427,4.06,1.01-7.10,
1428,4.06,1.01-7.11,
1429,4.06,1.01-7.11,
1430,4.06,1.01-7.12,
1431,4.07,1.01-7.12,
1432,4.07,1.01-7.13,
1433,4.07,1.01-7.13,
1434,4.08,1.02-7.14,
1435,4.08,1.02-7.14,
1436,4.08,1.02-7.15,
1437,4.08,1.02-7.15,
1438,4.09,1.02-7.16,
1439,4.09,1.02-7.16,
1440,4.09,1.02-7.17,
1441,4.10,1.02-7.17,
1442,4.10,1.02-7.18,
1443,4.10,1.02-7.18,
1444,4.10,1.02-7.19,
1445,4.11,1.02-7.19,
1446,4.11,1.02-7.19,
1447,4.11,1.02-7.20,
1448,4.11,1.02-7.20,
1449,4.12,1.03-7.21,
1450,4.12,1.03-7.21,
1451,4.12,1.03-7.22,
1452,4.13,1.03-7.22,
1453,4.13,1.03-7.23,
1454,4.13,1.03-7.23,
1455,4.13,1.03-7.24,
1456,4.14,1.03-7.24,
1457,4.14,1.03-7.25,
1458,4.14,1.03-7.25,
1459,4.15,1.03-7.26,
1460,4.15,1.03-7.26,
1461,4.15,1.03-7.27,
1462,4.15,1.03-7.27,
1463,4.16,1.04-7.28,
1464,4.16,1.04-7.28,
1465,4.16,1.04-7.29,
1466,4.17,1.04-7.29,
1467,4.17,1.04-7.30,
1468,4.17,1.04-7.30,
1469,4.17,1.04-7.31,
1470,4.18,1.04-7.31,
1471,4.18,1.04-7.32,
1472,4.18,1.04-7.32,
1473,4.19,1.04-7.33,
1474,4.19,1.04-7.33,
1475,4.19,1.04-7.34,
1476,4.19,1.04-7.34,
1477,4.20,1.05-7.35,
1478,4.20,1.05-7.35,
1479,4.20,1.05-7.36,
1480,4.21,1.05-7.36,
1481,4.21,1.05-7.37,
1482,4.21,1.05-7.37,
1483,4.21,1.05-7.38,
1484,4.22,1.05-7.38,
1485,4.22,1.05-7.39,
1486,4.22,1.05-7.39,
1487,4.23,1.05-7.40,
1488,4.23,1.05-7.40,
1489,4.23,1.05-7.41,
1490,4.23,1.05-7.41,
1491,4.24,1.06-7.42,
1492,4.24,1.06-7.42,
1493,4.24,1.06-7.43,
1494,4.25,1.06-7.43,
1495,4.25,1.06-7.44,
1496,4.25,1.06-7.44,
1497,4.25,1.06-7.45,
1498,4.26,1.06-7.45,
1499,4.26,1.06-7.46,
1500,4.26,1.06-7.46,
1501,4.27,1.06-7.47,
1502,4.27,1.06-7.47,
1503,4.27,1.06-7.48,
1504,4.27,1.06-7.48,
1505,4.28,1.07-7.49,
1506,4.28,1.07-7.49,
1507,4.28,1.07-7.50,
1508,4.29,1.07-7.50,
1509,4.29,1.07-7.51,
1510,4.29,1.07-7.51,
1511,4.29,1.07-7.52,
1512,4.30,1.07-7.52,
1513,4.30,1.07-7.53,
1514,4.30,1.07-7.53,
1515,4.31,1.07-7.54,
1516,4.31,1.07-7.54,
1517,4.31,1.07-7.55,
1518,4.31,1.07-7.55,
1519,4.32,1.08-7.56,
1520,4.32,1.08-7.56,
1521,4.32,1.08-7.57,
1522,4.33,1.08-7.57,
1523,4.33,1.08-7.58,
1524,4.33,1.08-7.58,
1525,4.33,1.08-7.59,
1526,4.34,1.08-7.59,
1527,4.34,1.08-7.60,
1528,4.34,1.08-7.60,
1529,4.35,1.08-7.61,
1530,4.35,1.08-7.61,
1531,4.35,1.08-7.62,
1532,4.35,1.08-7.62,
1533,4.36,1.09-7.63,
1534,4.36,1.09-7.63,
1535,4.36,1.09-7.64,
1536,4.37,1.09-7.64,
1537,4.37,1.09-7.65,
1538,4.37,1.09-7.65,
1539,4.37,1.09-7.66,
1540,4.38,1.09-7.66,
1541,4.38,1.09-7.67,
1542,4.38,1.09-7.67,
1543,4.39,1.09-7.68,
1544,4.39,1.09-7.68,
1545,4.39,1.09-7.69,
1546,4.39,1.09-7.69,
1547,4.40,1.10-7.70,
1548,4.40,1.10-7.70,
1549,4.40,1.10-7.71,
1550,4.41,1.10-7.71,
1551,4.41,1.10-7.72,
1552,4.41,1.10-7.72,
1553,4.41,1.10-7.73,
1554,4.42,1.10-7.73,
1555,4.42,1.10-7.74,
1556,4.42,1.10-7.74,
1557,4.43,1.10-7.75,
1558,4.43,1.10-7.75,
1559,4.43,1.10-7.76,
1560,4.43,1.10-7.76,
1561,4.44,1.11-7.77,
1562,4.44,1.11-7.77,
1563,4.44,1.11-7.78,
1564,4.45,1.11-7.78,
1565,4.45,1.11-7.79,
1566,4.45,1.11-7.79,
1567,4.45,1.11-7.80,
1568,4.46,1.11-7.80,
1569,4.46,1.11-7.81,
1570,4.46,1.11-7.81,
1571,4.46,1.11-7.82,
1572,4.47,1.11-7.82,
1573,4.47,1.11-7.83,
1574,4.47,1.11-7.83,
1575,4.48,1.12-7.84,
1576,4.48,1.12-7.84,
1577,4.48,1.12-7.85,
1578,4.48,1.12-7.85,
1579,4.49,1.12-7.86,
1580,4.49,1.12-7.86,
1581,4.49,1.12-7.87,
1582,4.50,1.12-7.87,
1583,4.50,1.12-7.88,
1584,4.50,1.12-7.88,
1585,4.50,1.12-7.89,
1586,4.51,1.12-7.89,
1587,4.51,1.12-7.90,
1588,4.51,1.12-7.90,
1589,4.52,1.13-7.91,
1590,4.52,1.13-7.91,
1591,4.52,1.13-7.92,
1592,4.52,1.13-7.92,
1593,4.53,1.13-7.93,
1594,4.53,1.13-7.93,
1595,4.53,1.13-7.94,
1596,4.54,1.13-7.94,
1597,4.54,1.13-7.95,
1598,4.54,1.13-7.95,
1599,4.54,1.13-7.96,
1600,4.55,1.13-7.96,
1601,4.55,1.13-7.97,
1602,4.55,1.13-7.97,
1603,4.56,1.14-7.98,
1604,4.56,1.14-7.98,
1605,4.56,1.14-7.99,
1606,4.56,1.14-7.99,
1607,4.57,1.14-8.00,
1608,4.57,1.14-8.00,
1609,4.57,1.14-8.01,
1610,4.58,1.14-8.01,
1611,4.58,1.14-8.02,
1612,4.58,1.14-8.02,
1613,4.58,1.14-8.03,
1614,4.59,1.14-8.03,
1615,4.59,1.14-8.04,
1616,4.59,1.14-8.04,
1617,4.60,1.15-8.05,
1618,4.60,1.15-8.05,
1619,4.60,1.15-8.06,
1620,4.60,1.15-8.06,
1621,4.61,1.15-8.07,
1622,4.61,1.15-8.07,
1623,4.61,1.15-8.08,
1624,4.62,1.15-8.08,
1625,4.62,1.15-8.09,
1626,4.62,1.15-8.09,
1627,4.62,1.15-8.10,
1628,4.63,1.15-8.10,
1629,4.63,1.15-8.11,
1630,4.63,1.15-8.11,
1631,4.64,1.16-8.12,
1632,4.64,1.16-8.12,
1633,4.64,1.16-8.13,
1634,4.64,1.16-8.13,
1635,4.65,1.16-8.14,
1636,4.65,1.16-8.14,
1637,4.65,1.16-8.15,
1638,4.66,1.16-8.15,
1639,4.66,1.16-8.16,
1640,4.66,1.16-8.16,
1641,4.66,1.16-8.17,
1642,4.67,1.16-8.17,
1643,4.67,1.16-8.18,
1644,4.67,1.16-8.18,
1645,4.68,1.17-8.19,
1646,4.68,1.17-8.19,
1647,4.68,1.17-8.20,
1648,4.68,1.17-8.20,
1649,4.69,1.17-8.21,
1650,4.69,1.17-8.21,
1651,4.69,1.17-8.22,
1652,4.70,1.17-8.22,
1653,4.70,1.17-8.23,
1654,4.70,1.17-8.23,
1655,4.70,1.17-8.24,
1656,4.71,1.17-8.24,
1657,4.71,1.17-8.25,
1658,4.71,1.17-8.25,
1659,4.72,1.18-8.26,
1660,4.72,1.18-8.26,
1661,4.72,1.18-8.27,
1662,4.72,1.18-8.27,
1663,4.73,1.18-8.28,
1664,4.73,1.18-8.28,
1665,4.73,1.18-8.29,
1666,4.74,1.18-8.29,
1667,4.74,1.18-8.30,
1668,4.74,1.18-8.30,
1669,4.74,1.18-8.31,
1670,4.75,1.18-8.31,
1671,4.75,1.18-8.32,
1672,4.75,1.18-8.32,
1673,4.76,1.19-8.33,
1674,4.76,1.19-8.33,
1675,4.76,1.19-8.34,
1676,4.76,1.19-8.34,
1677,4.77,1.19-8.35,
1678,4.77,1.19-8.35,
1679,4.77,1.19-8.36,
1680,4.78,1.19-8.36,
1681,4.78,1.19-8.37,
1682,4.78,1.19-8.37,
1683,4.78,1.19-8.38,
1684,4.79,1.19-8.38,
1685,4.79,1.19-8.39,
1686,4.79,1.19-8.39,
1687,4.79,1.19-8.39,
1688,4.80,1.20-8.40,
1689,4.80,1.20-8.40,
1690,4.80,1.20-8.41,
1691,4.81,1.20-8.41,
1692,4.81,1.20-8.42,
1693,4.81,1.20-8.42,
1694,4.81,1.20-8.43,
1695,4.82,1.20-8.43,
1696,4.82,1.20-8.44,
1697,4.82,1.20-8.44,
1698,4.83,1.20-8.45,
1699,4.83,1.20-8.45,
1700,4.83,1.20-8.46,
1701,4.83,1.20-8.46,
1702,4.84,1.21-8.47,
1703,4.84,1.21-8.47,
1704,4.84,1.21-8.48,
1705,4.85,1.21-8.48,
1706,4.85,1.21-8.49,
1707,4.85,1.21-8.49,
1708,4.85,1.21-8.50,
1709,4.86,1.21-8.50,
1710,4.86,1.21-8.51,
1711,4.86,1.21-8.51,
1712,4.87,1.21-8.52,
1713,4.87,1.21-8.52,
1714,4.87,1.21-8.53,
1715,4.87,1.21-8.53,
1716,4.88,1.22-8.54,
1717,4.88,1.22-8.54,
1718,4.88,1.22-8.55,
1719,4.89,1.22-8.55,
1720,4.89,1.22-8.56,
1721,4.89,1.22-8.56,
1722,4.89,1.22-8.57,
1723,4.90,1.22-8.57,
1724,4.90,1.22-8.58,
1725,4.90,1.22-8.58,
1726,4.91,1.22-8.59,
1727,4.91,1.22-8.59,
1728,4.91,1.22-8.60,
1729,4.91,1.22-8.60,
1730,4.92,1.23-8.61,
1731,4.92,1.23-8.61,
1732,4.92,1.23-8.62,
1733,4.93,1.23-8.62,
1734,4.93,1.23-8.63,
1735,4.93,1.23-8.63,
1736,4.93,1.23-8.64,
1737,4.94,1.23-8.64,
1738,4.94,1.23-8.65,
1739,4.94,1.23-8.65,
1740,4.95,1.23-8.66,
1741,4.95,1.23-8.66,
1742,4.95,1.23-8.67,
1743,4.95,1.23-8.67,
1744,4.96,1.24-8.68,
1745,4.96,1.24-8.68,
1746,4.96,1.24-8.69,
1747,4.97,1.24-8.69,
1748,4.97,1.24-8.70,
1749,4.97,1.24-8.70,
1750,4.97,1.24-8.71,
1751,4.98,1.24-8.71,
1752,4.98,1.24-8.72,
1753,4.98,1.24-8.72,
1754,4.99,1.24-8.73,
1755,4.99,1.24-8.73,
1756,4.99,1.24-8.74,
1757,4.99,1.24-8.74,
1758,5.00,1.25-8.75,
1759,5.00,1.25-8.75,
1760,5.00,1.25-8.76,
1761,5.01,1.25-8.76,
1762,5.01,1.25-8.77,
1763,5.01,1.25-8.77,
1764,5.01,1.25-8.78,
1765,5.02,1.25-8.78,
1766,5.02,1.25-8.79,
1767,5.02,1.25-8.79,
1768,5.03,1.25-8.80,
1769,5.03,1.25-8.80,
1770,5.03,1.25-8.81,
1771,5.03,1.25-8.81,
1772,5.04,1.26-8.82,
1773,5.04,1.26-8.82,
1774,5.04,1.26-8.83,
1775,5.05,1.26-8.83,
1776,5.05,1.26-8.84,
1777,5.05,1.26-8.84,
1778,5.05,1.26-8.85,
1779,5.06,1.26-8.85,
1780,5.06,1.26-8.86,
1781,5.06,1.26-8.86,
1782,5.07,1.26-8.87,
1783,5.07,1.26-8.87,
1784,5.07,1.26-8.88,
1785,5.07,1.26-8.88,
1786,5.08,1.27-8.89,
1787,5.08,1.27-8.89,
1788,5.08,1.27-8.90,
1789,5.09,1.27-8.90,
1790,5.09,1.27-8.91,
1791,5.09,1.27-8.91,
1792,5.09,1.27-8.92,
1793,5.10,1.27-8.92,
1794,5.10,1.27-8.93,
1795,5.10,1.27-8.93,
1796,5.11,1.27-8.94,
1797,5.11,1.27-8.94,
1798,5.11,1.27-8.95,
1799,5.11,1.27-8.95,
1800,5.12,1.28-8.96,
